PassengerId,HomePlanet,CryoSleep,CABIN_DECK,CABIN_NUMBER,CABIN_SIDE,CABIN,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
8376_01,Mars,TRUE,F,1607,S,F/1607/S,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Gamuls Rapie,TRUE
7569_01,Mars,FALSE,E,493,P,E/493/P,TRAPPIST-1e,18,FALSE,3591,0,158,0,120,Gamuls Sune,FALSE
7366_01,Earth,FALSE,G,1184,P,G/1184/P,TRAPPIST-1e,24,FALSE,821,0,0,68,0,Garion Ayalazquez,FALSE
2606_01,Earth,FALSE,F,537,P,F/537/P,TRAPPIST-1e,43,FALSE,900,0,0,0,1,Garion Dawsoncis,FALSE
1363_01,Earth,FALSE,G,205,P,G/205/P,TRAPPIST-1e,36,FALSE,63,556,0,192,0,Garion Flowensley,
0700_01,Earth,FALSE,F,148,P,F/148/P,TRAPPIST-1e,22,FALSE,0,65,221,5,304,Garion Gardsondez,
5915_01,Earth,FALSE,E,382,S,E/382/S,TRAPPIST-1e,32,FALSE,0,0,39,0,749,Garion Mcneiley,FALSE
0320_02,Earth,FALSE,G,44,S,G/44/S,TRAPPIST-1e,21,FALSE,0,5,3,0,,Garley Bellarkerd,FALSE
8598_01,Earth,FALSE,G,1394,P,G/1394/P,55 Cancri e,6,FALSE,0,0,0,0,0,Garley Mcbriggins,TRUE
1844_02,Earth,TRUE,G,289,S,G/289/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Garley Stannondez,TRUE
6120_01,Earth,FALSE,F,1169,S,F/1169/S,PSO J318.5-22,13,FALSE,0,1180,0,,0,Garlie Flynnis,TRUE
8027_01,Earth,FALSE,G,1297,S,G/1297/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Garlie Kirks,FALSE
8909_01,Earth,FALSE,F,1833,P,F/1833/P,TRAPPIST-1e,13,FALSE,190,495,10,7,0,Garlie Marshopper,
6718_03,Earth,TRUE,G,1088,P,G/1088/P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Garlie Mcfaddoxter,TRUE
7840_01,Earth,FALSE,F,1500,S,F/1500/S,PSO J318.5-22,18,FALSE,328,0,0,24,309,Garlie Warrison,FALSE
1262_02,Earth,FALSE,F,252,P,F/252/P,55 Cancri e,13,FALSE,501,287,0,7,2,Garlie Wilderssen,
3586_01,Earth,FALSE,G,586,P,G/586/P,TRAPPIST-1e,22,FALSE,0,0,0,739,29,Garry Birds,FALSE
5812_02,Earth,FALSE,G,943,S,G/943/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Garry Domington,TRUE
2644_01,Earth,FALSE,F,512,S,F/512/S,TRAPPIST-1e,22,FALSE,2,12,0,630,59,Garry Fuentryoung,
8383_03,Earth,FALSE,G,1368,P,G/1368/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Garry Gibbsonton,TRUE
2539_01,Earth,FALSE,,,,,TRAPPIST-1e,13,FALSE,0,956,22,41,0,Garry Goods,
2740_01,Earth,FALSE,E,163,P,E/163/P,TRAPPIST-1e,19,FALSE,1,143,0,254,107,Garry Leetersoney,TRUE
3426_01,Earth,FALSE,G,549,S,G/549/S,TRAPPIST-1e,33,FALSE,22,37,415,0,333,Garry Oconley,FALSE
2226_01,Earth,FALSE,G,357,P,G/357/P,PSO J318.5-22,27,FALSE,142,0,99,232,0,Garry Owerson,
0834_01,Earth,FALSE,F,173,P,F/173/P,TRAPPIST-1e,31,FALSE,0,0,0,838,27,Garry Pacerty,FALSE
4001_06,Earth,FALSE,G,659,S,G/659/S,55 Cancri e,5,FALSE,0,0,0,0,0,Garry Warrishales,TRUE
2100_01,Earth,FALSE,F,413,S,F/413/S,PSO J318.5-22,45,FALSE,0,0,734,3,5,Garyan Briggins,TRUE
5148_01,Earth,FALSE,F,1051,P,F/1051/P,TRAPPIST-1e,13,FALSE,0,63,54,20,916,Garyan Canields,FALSE
8114_01,Earth,FALSE,F,1554,S,F/1554/S,TRAPPIST-1e,27,FALSE,14,801,288,0,0,Garyan Cooks,
5143_01,Earth,FALSE,F,985,S,F/985/S,TRAPPIST-1e,31,FALSE,0,820,16,29,2,Garyan Emenez,
0873_01,Earth,FALSE,F,180,P,F/180/P,TRAPPIST-1e,16,FALSE,,0,32,2529,92,Garyan Franton,FALSE
9182_01,Earth,FALSE,F,1776,S,F/1776/S,TRAPPIST-1e,14,FALSE,0,0,,1377,29,Garyan Gainebergan,
0680_01,Earth,TRUE,G,105,P,G/105/P,PSO J318.5-22,45,FALSE,0,0,0,0,0,Garyan Garnes,FALSE
7678_02,Earth,TRUE,G,1231,P,G/1231/P,TRAPPIST-1e,54,FALSE,0,,0,0,0,Garyan Rocknight,TRUE
2637_02,Earth,TRUE,G,429,P,G/429/P,PSO J318.5-22,2,FALSE,0,0,0,0,0,Garyan Rothewson,
8753_02,Earth,FALSE,F,1805,P,F/1805/P,TRAPPIST-1e,38,FALSE,22,9,40,732,0,Garyan Sellentry,FALSE
3236_01,Earth,TRUE,G,524,P,G/524/P,55 Cancri e,1,FALSE,0,0,0,0,0,Garyan Woody,TRUE
7502_01,Europa,FALSE,C,241,P,C/241/P,55 Cancri e,45,FALSE,66,5974,0,0,625,Gatrin Clutolded,TRUE
2783_02,Europa,FALSE,D,83,P,D/83/P,55 Cancri e,29,FALSE,2,8,0,2864,155,Gatrin Emetillove,FALSE
0057_01,Europa,FALSE,C,1,P,C/1/P,55 Cancri e,19,FALSE,293,3495,5273,118,422,Gatrin Windend,
5768_01,Europa,TRUE,B,193,P,B/193/P,TRAPPIST-1e,54,FALSE,0,0,0,0,0,Gatrino Cattle,TRUE
4606_02,Europa,FALSE,C,172,S,C/172/S,55 Cancri e,24,FALSE,25,3291,0,6075,179,Gatrino Pumpeshaft,FALSE
3847_01,Europa,FALSE,C,126,P,C/126/P,TRAPPIST-1e,36,FALSE,90,2050,0,15,1244,Gatrino Reshory,FALSE
6105_01,Europa,FALSE,E,401,S,E/401/S,TRAPPIST-1e,58,FALSE,0,1012,0,1120,20,Gatrix Hontichre,FALSE
6933_02,Europa,FALSE,E,442,P,E/442/P,TRAPPIST-1e,27,FALSE,0,0,0,,0,Gatrix Imprank,
4294_01,Earth,FALSE,G,702,S,G/702/S,TRAPPIST-1e,29,FALSE,646,91,13,0,0,Gayla Charpelaney,TRUE
1044_01,Earth,FALSE,G,165,S,G/165/S,TRAPPIST-1e,51,FALSE,0,111,1719,45,4,Gayla Hinglendez,
3584_01,Earth,FALSE,F,676,S,F/676/S,TRAPPIST-1e,55,FALSE,42,4,1215,0,3,Gayla Leonzaley,TRUE
5420_01,Earth,FALSE,F,1036,S,F/1036/S,TRAPPIST-1e,39,FALSE,0,829,0,1,0,Gayla Merrelliss,TRUE
8408_01,Earth,FALSE,F,1614,S,F/1614/S,55 Cancri e,16,FALSE,0,1180,216,0,,Gayla Pottmanley,
1207_01,Earth,FALSE,G,185,S,G/185/S,TRAPPIST-1e,9,FALSE,0,0,0,0,,Gayla River,
6905_03,Earth,FALSE,F,1322,S,F/1322/S,55 Cancri e,16,FALSE,43,3,750,0,0,Gaylah Acobson,TRUE
5102_01,Earth,FALSE,F,1041,P,F/1041/P,PSO J318.5-22,28,FALSE,0,0,3,654,0,Gaylah Andackson,
7438_01,Earth,FALSE,E,483,P,E/483/P,55 Cancri e,42,FALSE,0,279,30,409,0,Gaylah Hanner,TRUE
7229_01,Earth,FALSE,F,1391,S,F/1391/S,PSO J318.5-22,57,FALSE,0,1,0,664,19,Gaylah Leonadorsen,FALSE
4500_01,Earth,FALSE,F,847,S,F/847/S,TRAPPIST-1e,24,FALSE,83,0,129,504,0,Gaylah Mcdanield,FALSE
2045_01,Earth,TRUE,G,324,S,G/324/S,55 Cancri e,42,FALSE,0,0,0,0,,Gaylah Whitneyes,TRUE
4874_01,Mars,FALSE,F,925,S,F/925/S,TRAPPIST-1e,32,FALSE,654,0,655,0,0,Gech Cusa,TRUE
3124_02,Mars,FALSE,F,648,P,F/648/P,TRAPPIST-1e,47,FALSE,1130,8,299,0,0,Gech Hapie,TRUE
5984_01,Mars,FALSE,D,187,P,D/187/P,PSO J318.5-22,38,FALSE,1208,0,13,38,0,Gech Kin,TRUE
2278_01,Europa,TRUE,C,80,P,C/80/P,55 Cancri e,18,FALSE,0,0,,0,0,Gemmam Crantiale,TRUE
6898_01,Europa,FALSE,,,,,55 Cancri e,27,FALSE,146,3786,490,0,18,Gemmark Bootious,TRUE
8122_03,Europa,FALSE,C,302,S,C/302/S,TRAPPIST-1e,26,FALSE,0,13,0,3803,3557,Gemmark Coning,FALSE
6460_01,Europa,FALSE,D,195,S,D/195/S,TRAPPIST-1e,28,FALSE,0,7388,0,897,1098,Gemmark Cotorming,
4511_01,Europa,TRUE,B,178,S,B/178/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Gemmark Crueld,TRUE
4465_03,Europa,FALSE,A,54,S,A/54/S,TRAPPIST-1e,28,FALSE,0,1883,0,1,4560,Gemmark Diabysid,FALSE
3999_01,Earth,FALSE,G,656,P,G/656/P,TRAPPIST-1e,25,FALSE,0,1017,0,0,0,Genee Hayerson,FALSE
4173_01,Earth,FALSE,E,261,P,E/261/P,TRAPPIST-1e,27,FALSE,0,0,0,658,133,Genee Meleon,FALSE
1413_01,Earth,TRUE,G,218,S,G/218/S,PSO J318.5-22,18,FALSE,0,0,0,0,0,Genee Nichoan,FALSE
2250_01,Earth,FALSE,F,454,P,F/454/P,TRAPPIST-1e,27,FALSE,76,0,1,27,865,Genee Powery,
3258_01,Earth,TRUE,G,529,P,G/529/P,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Genee Waltonnedy,FALSE
3563_01,Earth,TRUE,G,581,P,G/581/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Genee Williotters,TRUE
4389_01,Earth,FALSE,,,,,TRAPPIST-1e,24,FALSE,0,0,59,744,0,Geneen Ayalazquez,
3712_02,Earth,TRUE,G,606,S,G/606/S,55 Cancri e,11,FALSE,0,0,0,0,0,Geneen Blacks,
5456_01,Earth,FALSE,F,1128,P,F/1128/P,TRAPPIST-1e,28,FALSE,478,0,202,0,36,Geneen Hinetthews,
2767_01,Earth,FALSE,G,441,S,G/441/S,TRAPPIST-1e,22,FALSE,0,130,39,457,0,Geneen Mayder,
9027_01,Earth,FALSE,F,1750,S,F/1750/S,TRAPPIST-1e,43,FALSE,1,0,0,0,1995,Geneen Mcleandez,
2543_01,Earth,FALSE,F,521,P,F/521/P,TRAPPIST-1e,32,FALSE,0,1010,0,0,0,Geneen Mcleaney,
3778_01,Earth,FALSE,F,713,S,F/713/S,TRAPPIST-1e,48,FALSE,0,21,0,0,786,Geneen Morrencis,TRUE
7582_03,Earth,FALSE,G,1218,P,G/1218/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Geneen Sancasey,
4856_01,Earth,FALSE,F,920,S,F/920/S,TRAPPIST-1e,39,FALSE,12,8,0,4,753,Geneen Sullones,TRUE
7192_01,Earth,TRUE,G,1172,S,G/1172/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Geney Hayertez,TRUE
9051_01,Earth,FALSE,G,1473,P,G/1473/P,TRAPPIST-1e,47,FALSE,838,56,7,0,6,Geney Kenzierry,
6572_01,Earth,FALSE,F,1256,S,F/1256/S,TRAPPIST-1e,24,FALSE,0,4,336,304,0,Geney Rothewson,FALSE
9150_01,Earth,FALSE,G,1474,S,G/1474/S,TRAPPIST-1e,45,FALSE,1,0,638,9,161,Geney Schmondez,FALSE
0799_01,Europa,FALSE,A,6,P,A/6/P,55 Cancri e,43,FALSE,0,3462,5,1590,4,Genibah Presstic,FALSE
3736_01,Europa,FALSE,B,145,S,B/145/S,TRAPPIST-1e,61,FALSE,328,5193,0,20,533,Genif Amincrerus,TRUE
5780_01,Europa,FALSE,B,195,P,B/195/P,TRAPPIST-1e,33,FALSE,2233,6408,,23,273,Genif Ousious,TRUE
7530_02,Europa,FALSE,B,285,S,B/285/S,55 Cancri e,47,FALSE,0,3361,0,1344,3228,Genif Underative,
7970_01,Europa,FALSE,C,258,P,C/258/P,55 Cancri e,18,FALSE,0,3492,0,506,8,Genif Wassird,TRUE
1618_01,Europa,FALSE,C,61,S,C/61/S,TRAPPIST-1e,26,FALSE,0,0,0,886,14268,Genifi Camaxler,
0248_01,Europa,FALSE,C,10,S,C/10/S,TRAPPIST-1e,33,FALSE,0,1,0,8620,1063,Genifi Spanxibus,FALSE
2918_01,Europa,FALSE,B,108,S,B/108/S,55 Cancri e,22,FALSE,0,562,0,0,3808,Geno Clutcheed,
3029_01,Europa,FALSE,C,103,P,C/103/P,55 Cancri e,21,FALSE,0,878,82,360,1784,Geno Disgul,FALSE
5015_01,Europa,FALSE,C,194,S,C/194/S,55 Cancri e,35,FALSE,54,493,12,6691,253,Geno Lowerrudy,FALSE
1243_02,Europa,FALSE,A,9,P,A/9/P,TRAPPIST-1e,32,FALSE,8168,69,11,371,0,Geno Oderient,FALSE
8203_02,Europa,TRUE,C,307,S,C/307/S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Geno Pernised,TRUE
2795_01,Europa,FALSE,C,103,S,C/103/S,TRAPPIST-1e,34,FALSE,10,5659,15,3,0,Genons Brantcable,TRUE
4450_03,Europa,TRUE,C,140,P,C/140/P,55 Cancri e,22,FALSE,0,0,0,0,0,Genons Clugete,TRUE
0214_02,Europa,FALSE,E,12,S,E/12/S,TRAPPIST-1e,42,FALSE,4762,20,0,4,41,Genons Pistage,
7101_01,Europa,FALSE,B,235,P,B/235/P,55 Cancri e,43,FALSE,94,5196,602,6603,510,Genons Regaugress,
6295_01,Europa,TRUE,D,197,P,D/197/P,55 Cancri e,14,FALSE,0,0,0,0,0,Genons Shantactal,
1188_01,Europa,FALSE,C,46,P,C/46/P,TRAPPIST-1e,58,FALSE,204,4227,0,3026,61,Genubi Sorticbar,FALSE
2196_03,Europa,TRUE,B,65,P,B/65/P,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Genubi Veriedeezy,TRUE
4270_01,Europa,FALSE,,,,,55 Cancri e,30,FALSE,24,2558,98,0,5361,Genubia Bagetvable,FALSE
6200_03,Europa,FALSE,B,238,S,B/238/S,55 Cancri e,25,FALSE,2026,4929,0,1179,10270,Genubia Duckil,FALSE
7046_02,Europa,FALSE,T,3,S,T/3/S,55 Cancri e,44,FALSE,0,1190,0,1906,167,Genubih Ativeezy,
7361_02,Europa,TRUE,C,239,P,C/239/P,55 Cancri e,41,FALSE,0,0,0,0,0,Genubih Rodwative,TRUE
1629_01,Europa,FALSE,B,72,S,B/72/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Genubih Unicting,
2300_01,Europa,FALSE,C,81,P,C/81/P,55 Cancri e,19,FALSE,0,,0,0,8195,Genubik Alcemblery,FALSE
5684_03,Europa,FALSE,B,218,S,B/218/S,55 Cancri e,38,FALSE,0,1198,48,278,1244,Genubik Busive,FALSE
6720_01,Europa,FALSE,A,81,S,A/81/S,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Genubik Guieroolow,TRUE
2068_05,Europa,FALSE,C,71,P,C/71/P,TRAPPIST-1e,27,FALSE,0,5931,0,110,1125,Geonev Ingent,
7525_02,Europa,TRUE,C,279,S,C/279/S,55 Cancri e,61,FALSE,0,0,0,0,0,Geonev Retefule,TRUE
7875_01,Europa,TRUE,B,309,S,B/309/S,55 Cancri e,26,FALSE,0,0,0,0,0,Geonkaa Cattyried,TRUE
0530_02,Europa,FALSE,B,21,S,B/21/S,55 Cancri e,39,FALSE,0,547,0,1121,4641,Geonkaa Embleng,
8094_01,Europa,FALSE,C,265,P,C/265/P,TRAPPIST-1e,60,FALSE,19,7316,0,0,1781,Geonkaa Pokebox,TRUE
5642_01,Europa,TRUE,B,216,S,B/216/S,,35,FALSE,0,0,0,0,0,Geonkaa Supred,TRUE
1319_02,Europa,FALSE,A,11,P,A/11/P,TRAPPIST-1e,33,FALSE,0,139,1,1707,341,Geonon Couseced,
6684_01,Europa,FALSE,C,210,P,C/210/P,TRAPPIST-1e,57,FALSE,0,218,0,8522,0,Geons Exhaft,FALSE
7015_01,Europa,TRUE,C,227,P,C/227/P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Geons Geadle,TRUE
2310_02,Europa,TRUE,D,68,P,D/68/P,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Geons Holiabler,TRUE
6332_04,Earth,FALSE,F,1310,P,F/1310/P,55 Cancri e,18,FALSE,257,1,0,0,900,Ger Casez,
9094_02,Earth,FALSE,G,1465,S,G/1465/S,TRAPPIST-1e,43,FALSE,0,704,0,2,0,Ger Hayertez,TRUE
6694_01,Earth,TRUE,G,1084,P,G/1084/P,TRAPPIST-1e,66,FALSE,0,0,,0,0,Ger Mcneiley,TRUE
5742_01,Earth,FALSE,F,1096,S,F/1096/S,55 Cancri e,50,FALSE,57,29,0,0,643,Ger Rigginsen,FALSE
7577_01,Earth,FALSE,E,502,S,E/502/S,PSO J318.5-22,14,FALSE,80,130,0,1323,0,Gera Beston,FALSE
9101_01,Earth,FALSE,F,1865,P,F/1865/P,TRAPPIST-1e,21,FALSE,,0,496,430,0,Gera Frazie,FALSE
8051_02,Earth,TRUE,G,1301,S,G/1301/S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Gera Hartley,
6091_01,Earth,TRUE,G,988,P,G/988/P,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Gera Lynnerett,TRUE
0481_01,Earth,TRUE,G,70,S,G/70/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Gera Peckerson,TRUE
7582_01,Earth,TRUE,G,1218,P,G/1218/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Gera Sancasey,
2678_01,Earth,FALSE,F,517,S,F/517/S,TRAPPIST-1e,21,FALSE,0,680,0,10,0,Gera Sosanturney,TRUE
3956_01,Earth,FALSE,F,816,P,F/816/P,TRAPPIST-1e,23,FALSE,174,467,3,0,0,Gerek Evedorsen,
1811_02,Earth,FALSE,F,347,S,F/347/S,TRAPPIST-1e,43,FALSE,928,20,0,0,0,Gerek Georgasey,FALSE
7717_01,Earth,FALSE,G,1240,P,G/1240/P,TRAPPIST-1e,64,FALSE,0,0,0,563,344,Gerek Hultz,FALSE
4391_01,Earth,FALSE,F,904,P,F/904/P,TRAPPIST-1e,48,FALSE,383,0,0,393,10,Gerek Larks,TRUE
5533_01,Earth,FALSE,G,892,S,G/892/S,TRAPPIST-1e,15,FALSE,4,0,0,697,43,Gerek Ricks,
4385_03,Earth,FALSE,G,713,S,G/713/S,55 Cancri e,0,FALSE,0,0,0,0,0,Gerek Tranklinay,
5866_01,Earth,FALSE,F,1211,P,F/1211/P,55 Cancri e,30,FALSE,1,627,0,0,0,Gerek Youngrayes,
6418_01,Earth,FALSE,F,1329,P,F/1329/P,TRAPPIST-1e,27,FALSE,93,0,0,0,772,Gerly Beachez,FALSE
7625_01,Earth,FALSE,F,1458,S,F/1458/S,TRAPPIST-1e,21,FALSE,0,0,114,2,683,Gerly Burryerson,FALSE
6536_01,Earth,FALSE,F,1354,P,F/1354/P,TRAPPIST-1e,24,FALSE,0,616,0,0,188,Gerly Cartiz,
1500_02,Earth,FALSE,G,230,S,G/230/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Gerly Cooperkins,FALSE
1942_01,Earth,FALSE,G,312,P,G/312/P,TRAPPIST-1e,47,FALSE,0,444,328,56,,Gerly Gaineyerson,FALSE
8784_01,Earth,FALSE,F,1702,S,F/1702/S,TRAPPIST-1e,20,FALSE,611,0,61,149,0,Gerly Gentledges,
8325_02,Earth,FALSE,F,1599,S,F/1599/S,TRAPPIST-1e,33,FALSE,0,441,0,0,1113,Gerly Horners,
5267_03,Earth,FALSE,F,1074,P,F/1074/P,TRAPPIST-1e,20,FALSE,62,272,1613,88,41,Gerly Monsoney,
3108_01,Earth,TRUE,G,508,P,G/508/P,TRAPPIST-1e,53,FALSE,0,0,0,0,0,Gerly Navages,
2980_01,Earth,FALSE,F,566,S,F/566/S,TRAPPIST-1e,18,FALSE,0,0,111,451,82,Gerly Quinnerry,
3519_01,Earth,FALSE,G,577,P,G/577/P,TRAPPIST-1e,16,FALSE,0,0,722,0,1,Gerly Swanardy,TRUE
2937_01,Earth,FALSE,F,614,P,F/614/P,TRAPPIST-1e,22,FALSE,0,1,,237,620,Gerly Valey,
4975_02,Earth,FALSE,G,813,S,G/813/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Gerly Wartyson,TRUE
5405_01,Earth,FALSE,E,339,P,E/339/P,TRAPPIST-1e,13,FALSE,94,0,0,889,0,Gerry Bardsey,
8998_01,Earth,TRUE,G,1449,S,G/1449/S,TRAPPIST-1e,41,FALSE,0,0,0,0,0,Gerry Englence,FALSE
1811_01,Earth,TRUE,G,285,S,G/285/S,PSO J318.5-22,25,FALSE,0,0,0,0,0,Gerry Georgasey,TRUE
2638_01,Earth,FALSE,E,181,S,E/181/S,TRAPPIST-1e,26,FALSE,0,29,0,759,0,Gerry Mondsey,FALSE
1995_01,Earth,FALSE,G,314,S,G/314/S,PSO J318.5-22,30,FALSE,231,0,0,274,26,Gerry Sterreray,FALSE
3675_03,Earth,TRUE,G,601,S,G/601/S,,18,FALSE,0,0,0,0,0,Gerry Welles,
8606_02,Earth,FALSE,F,1658,S,F/1658/S,TRAPPIST-1e,24,FALSE,13,221,0,1154,0,Gerry Wolffy,FALSE
4761_02,Earth,TRUE,G,770,P,G/770/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Gerry Youngrayes,
4774_02,Mars,TRUE,F,972,P,F/972/P,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Gers Creke,TRUE
2374_01,Mars,FALSE,E,166,S,E/166/S,TRAPPIST-1e,20,FALSE,464,0,1432,0,0,Gers Sames,TRUE
5477_01,Earth,FALSE,G,880,S,G/880/S,TRAPPIST-1e,17,FALSE,0,150,166,570,0,Gerte Baxterson,TRUE
4256_08,Earth,FALSE,F,880,P,F/880/P,55 Cancri e,44,FALSE,0,0,608,0,91,Gerte Garnes,FALSE
1998_01,Earth,FALSE,F,382,S,F/382/S,PSO J318.5-22,24,FALSE,85,225,11,53,835,Gerte Hendrewsons,
7216_01,Earth,FALSE,E,464,P,E/464/P,PSO J318.5-22,37,FALSE,501,0,179,1,0,Gerte Owery,TRUE
6809_01,Earth,FALSE,E,434,P,E/434/P,TRAPPIST-1e,43,FALSE,0,0,9,698,81,Gerte Scottney,
6882_02,Mars,FALSE,E,438,P,E/438/P,TRAPPIST-1e,53,FALSE,0,0,0,0,0,Giamon Dake,FALSE
4624_01,Mars,FALSE,F,868,S,F/868/S,TRAPPIST-1e,58,FALSE,1246,0,66,36,0,Giamon Gelle,FALSE
5043_03,Mars,FALSE,E,312,P,E/312/P,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Giamon Lette,
6936_02,Mars,FALSE,E,444,P,E/444/P,TRAPPIST-1e,30,FALSE,1265,,0,838,0,Giamon Spare,
2850_02,Mars,TRUE,F,543,S,F/543/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Gian Nuthe,
9248_01,Mars,FALSE,F,1792,S,F/1792/S,55 Cancri e,38,FALSE,28,1208,973,207,0,Gian Perle,TRUE
6462_02,Mars,FALSE,F,1233,S,F/1233/S,TRAPPIST-1e,21,FALSE,899,1,1686,13,0,Gibers Cure,TRUE
0620_03,Mars,FALSE,F,132,P,F/132/P,55 Cancri e,19,FALSE,0,0,1435,15,0,Gibers Derte,
4556_01,Mars,FALSE,D,145,S,D/145/S,TRAPPIST-1e,17,FALSE,1214,0,1365,0,0,Gibers Gread,
4400_01,Mars,FALSE,E,285,S,E/285/S,TRAPPIST-1e,32,FALSE,689,0,610,0,0,Gibers Sepie,FALSE
1727_01,Mars,TRUE,F,342,P,F/342/P,Ilus IV,43,FALSE,0,0,0,0,0,Gibil Barte,TRUE
7142_02,Mars,FALSE,E,474,S,E/474/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Gibil Pre,TRUE
2139_01,Mars,TRUE,F,417,S,F/417/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Gibil Razo,TRUE
4696_01,Mars,TRUE,F,883,S,F/883/S,TRAPPIST-1e,39,FALSE,0,0,0,0,0,Gice Bre,TRUE
5043_01,Mars,TRUE,F,1027,P,F/1027/P,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Gice Lette,
5572_01,Mars,TRUE,F,1153,P,F/1153/P,55 Cancri e,19,FALSE,0,0,0,0,0,Gicket Pane,TRUE
0905_01,Mars,FALSE,D,38,P,D/38/P,PSO J318.5-22,29,FALSE,4,0,421,435,19,Gicks Kin,FALSE
4774_04,Mars,TRUE,F,972,P,F/972/P,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Gicks Perty,TRUE
7624_01,Europa,TRUE,C,284,S,C/284/S,PSO J318.5-22,50,FALSE,0,0,0,0,0,Gieba Emetillove,TRUE
7361_01,Europa,TRUE,C,239,P,C/239/P,55 Cancri e,23,FALSE,0,0,0,0,0,Gieba Rodwative,TRUE
3008_02,Mars,FALSE,D,92,P,D/92/P,TRAPPIST-1e,21,FALSE,0,844,36,2051,3178,Gieba Timanable,
6288_01,Europa,TRUE,B,246,S,B/246/S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Giebah Valing,
6635_01,Europa,FALSE,C,209,P,C/209/P,TRAPPIST-1e,17,FALSE,0,1339,26,244,15,Giebara Entratable,FALSE
2737_02,Europa,FALSE,C,100,S,C/100/S,TRAPPIST-1e,26,FALSE,2381,1772,0,0,2618,Giedia Arterate,FALSE
5461_01,Europa,FALSE,E,352,S,E/352/S,55 Cancri e,45,FALSE,0,2570,0,1510,2777,Giedia Brugashed,
7097_03,Europa,FALSE,A,75,P,A/75/P,TRAPPIST-1e,32,TRUE,527,1863,0,417,2905,Giedia Dedometeel,FALSE
5721_01,Europa,TRUE,B,219,S,B/219/S,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Giedia Mostedry,TRUE
2102_01,Europa,FALSE,C,79,S,C/79/S,TRAPPIST-1e,30,FALSE,63,9314,249,2624,4538,Giedia Seadler,FALSE
7340_01,Europa,FALSE,E,475,P,E/475/P,TRAPPIST-1e,60,FALSE,0,307,0,484,1967,Giedion Blanspe,FALSE
1599_01,Europa,TRUE,C,58,P,C/58/P,TRAPPIST-1e,19,FALSE,0,0,,0,0,Giedion Drelcate,TRUE
8361_04,Europa,TRUE,B,327,S,B/327/S,55 Cancri e,42,FALSE,0,0,0,0,0,Giedion Fushausive,
6288_03,Europa,TRUE,B,246,S,B/246/S,55 Cancri e,28,FALSE,0,0,0,0,0,Giedion Valing,
0816_01,Europa,FALSE,E,60,S,E/60/S,55 Cancri e,24,FALSE,0,284,0,4614,438,Giedir Asoppor,FALSE
6406_02,Europa,TRUE,B,249,S,B/249/S,55 Cancri e,34,FALSE,0,0,0,0,0,Giedir Belstrut,TRUE
6109_02,Europa,TRUE,C,187,P,C/187/P,TRAPPIST-1e,28,FALSE,0,,0,0,0,Giedir Inghtal,TRUE
3681_02,Europa,FALSE,B,144,S,B/144/S,TRAPPIST-1e,21,FALSE,4,,137,1640,455,Giedir Irived,FALSE
9264_01,Europa,TRUE,E,606,S,E/606/S,55 Cancri e,30,FALSE,0,0,0,0,0,Giedir Sionerorly,TRUE
2662_01,Mars,FALSE,F,551,P,F/551/P,55 Cancri e,43,FALSE,1722,4,937,0,0,Gies Ban,FALSE
1764_01,Mars,TRUE,F,337,S,F/337/S,TRAPPIST-1e,59,FALSE,0,0,0,0,0,Gies Laai,TRUE
